regionname,chaptername,year,month,event_name,seriesOrEvent,eventID,events,teens_total,new_teens,avg_attendance
Atlantic Seaboard,Richmond,2024,9,Freeman High School,Series,8596,2,37,34,26
Atlantic Seaboard,Richmond,2024,9,Latte and Learning,Series,11305,4,12,9,6
Atlantic Seaboard,Richmond,2024,9,Glen Allen High School,Series,9212,2,9,9,7
Atlantic Seaboard,Richmond,2024,9,The Steward School (MS),Series,9939,1,11,11,11
Atlantic Seaboard,Richmond,2024,9,4G Third meal of Shabbos,Series,13625,4,21,19,16
Atlantic Seaboard,Richmond,2024,10,Collegiate School,Series,11246,1,3,2,3
Atlantic Seaboard,Richmond,2024,10,Deep Run High School,Series,16443,1,12,9,12
Atlantic Seaboard,Richmond,2024,10,Pizza in the Hut,Event,505303,1,11,3,11
Atlantic Seaboard,Richmond,2024,10,The Steward School (MS),Series,9939,2,12,10,6
Atlantic Seaboard,Richmond,2024,10,Freeman High School,Series,8596,2,29,26,19
Atlantic Seaboard,Richmond,2024,10,Dinner Under the Stars!,Event,505302,1,3,3,3
Atlantic Seaboard,Richmond,2024,10,Rosh Hashana with Arielle Sherman,Event,502651,1,6,6,6
Atlantic Seaboard,Richmond,2024,10,Maggie L. Walker Governor's School,Series,9213,2,21,21,12
Atlantic Seaboard,Richmond,2024,10,Sushi in the Sukkah! (MS),Event,511302,1,14,14,14
Atlantic Seaboard,Richmond,2024,10,Glen Allen High School,Series,9212,2,6,6,4
Atlantic Seaboard,Richmond,2024,10,Godwin High School,Series,8797,1,2,2,2
Atlantic Seaboard,Richmond,2024,10,Latte and Learning,Series,11305,4,11,3,6
Atlantic Seaboard,Richmond,2024,11,The Steward School (MS),Series,9939,2,10,5,6
Atlantic Seaboard,Richmond,2024,11,Collegiate School,Series,11246,1,3,2,3
Atlantic Seaboard,Richmond,2024,11,Glen Allen High School,Series,9212,2,7,7,5
Atlantic Seaboard,Richmond,2024,11,Godwin High School,Series,8797,1,4,2,4
Atlantic Seaboard,Richmond,2024,11,Freeman High School,Series,8596,2,21,19,14
Atlantic Seaboard,Richmond,2024,11,Deep Run High School,Series,16443,2,14,10,10
Atlantic Seaboard,Richmond,2024,11,4G Third meal of Shabbos,Series,13625,4,18,18,13
Atlantic Seaboard,Richmond,2024,11,Israel Escape Room,Event,515074,1,25,4,25
Atlantic Seaboard,Richmond,2024,11,Richmond Jewish Food Festival,Event,513245,1,37,15,37
Atlantic Seaboard,Richmond,2024,11,Latte and Learning,Series,11305,3,11,10,7
Atlantic Seaboard,Richmond,2024,11,Maggie L. Walker Governor's School,Series,9213,2,17,16,9
Atlantic Seaboard,Richmond,2024,12,Deep Run High School,Series,16443,2,13,12,8
Atlantic Seaboard,Richmond,2024,12,The Steward School (MS),Series,9939,2,42,40,21
Atlantic Seaboard,Richmond,2024,12,Glen Allen High School,Series,9212,2,20,18,12
Atlantic Seaboard,Richmond,2024,12,Kippah Classic/ 4G Meleva Malka w/BBYO,Event,517876,1,39,33,39
Atlantic Seaboard,Richmond,2024,12,Maggie L. Walker Governor's School,Series,9213,2,26,24,18
Atlantic Seaboard,Richmond,2024,12,Freeman High School,Series,8596,2,24,21,16
Atlantic Seaboard,Richmond,2025,1,The Steward School (MS),Series,9939,3,16,12,6
Atlantic Seaboard,Richmond,2025,1,Freeman High School,Series,8596,1,15,15,15
Atlantic Seaboard,Richmond,2025,1,Movie Night,Event,517875,1,9,1,9
Atlantic Seaboard,Richmond,2025,1,Latte and Learning,Series,11305,2,6,4,4
Atlantic Seaboard,Richmond,2025,1,Chill and Learn,Series,19685,4,3,3,1
Atlantic Seaboard,Richmond,2025,1,Shabbat with Arielle Sherman,Event,517874,1,4,2,4
Atlantic Seaboard,Richmond,2025,1,Deep Run High School,Series,16443,2,12,10,9
Atlantic Seaboard,Richmond,2025,1,4G Third meal of Shabbos,Series,13625,2,18,18,15
Atlantic Seaboard,Richmond,2025,1,Maggie L. Walker Governor's School,Series,9213,1,9,9,9
Atlantic Seaboard,Richmond,2025,1,Glen Allen High School,Series,9212,1,9,9,9
Atlantic Seaboard,Richmond,2025,2,Godwin High School,Series,8797,1,6,6,6
Atlantic Seaboard,Richmond,2025,2,Latte and Learning,Series,11305,1,10,7,10
Atlantic Seaboard,Richmond,2025,2,The Steward School (HS),Series,17265,2,19,18,12
Atlantic Seaboard,Richmond,2025,2,Maggie L. Walker Governor's School,Series,9213,2,18,18,11
Atlantic Seaboard,Richmond,2025,2,4G Quilling,Event,512743,1,15,12,15
Atlantic Seaboard,Richmond,2025,2,Chill and Learn,Series,19685,1,3,3,3
Atlantic Seaboard,Richmond,2025,2,Stand With Us seminar,Event,525396,1,7,4,7
Atlantic Seaboard,Richmond,2025,3,Deep Run High School,Series,16443,1,8,8,8
Atlantic Seaboard,Richmond,2025,3,Glen Allen High School,Series,9212,2,7,7,6
Atlantic Seaboard,Richmond,2025,3,Maggie L. Walker Governor's School,Series,9213,3,26,25,12
Atlantic Seaboard,Richmond,2025,3,The Steward School (HS),Series,17265,2,9,9,7
Atlantic Seaboard,Richmond,2025,3,Latte and Learning,Series,11305,2,2,1,1
Atlantic Seaboard,Richmond,2025,3,Freeman High School,Series,8596,2,21,18,13
Atlantic Seaboard,Richmond,2025,4,Latte and Learning,Series,11305,2,12,11,8
Atlantic Seaboard,Richmond,2025,4,Godwin High School,Series,8797,1,9,8,9
Atlantic Seaboard,Richmond,2025,4,Shabbat with Arielle Sherman,Event,527766,1,9,0,9
Atlantic Seaboard,Richmond,2025,4,Maggie L. Walker Governor's School,Series,9213,1,10,10,10
Atlantic Seaboard,Richmond,2025,4,Freeman High School,Series,8596,2,18,17,11
Atlantic Seaboard,Richmond,2025,4,The Steward School (HS),Series,17265,1,8,7,8
Atlantic Seaboard,Richmond,2025,4,Glen Allen High School,Series,9212,2,13,13,8
Atlantic Seaboard,Richmond,2025,5,Maggie L. Walker Governor's School,Series,9213,2,10,10,10
Atlantic Seaboard,Richmond,2025,5,The Steward School (HS),Series,17265,3,13,12,8
Atlantic Seaboard,Richmond,2025,5,Latte and Learning,Series,11305,5,15,11,10
Atlantic Seaboard,Richmond,2025,5,Shabbat with Arielle Sherman,Event,527767,1,6,5,6
Atlantic Seaboard,Richmond,2025,5,Freeman High School,Series,8596,2,27,26,21
Atlantic Seaboard,Richmond,2025,5,Deep Run High School,Series,16443,2,22,17,16
Atlantic Seaboard,TYA Baltimore,2024,9,TYA Football Registration,Event,499491,1,59,16,59
Atlantic Seaboard,TYA Baltimore,2024,9,TYA Football Draft,Event,502371,1,7,1,7
Atlantic Seaboard,TYA Baltimore,2024,9,Friday Night meal with advisors,Event,507929,1,4,4,4
Atlantic Seaboard,TYA Baltimore,2024,9,Orioles Game,Event,497820,1,53,53,53
Atlantic Seaboard,TYA Baltimore,2024,9,Lunch with TA Senior Advisors,Event,499493,1,5,4,5
Atlantic Seaboard,TYA Baltimore,2024,9,Friday Night Davening,Event,502370,1,40,19,40
Atlantic Seaboard,TYA Baltimore,2024,9,Friday Night Oneg,Event,507928,1,55,16,55
Atlantic Seaboard,TYA Baltimore,2024,10,Bein Hazmanim Program,Event,509914,1,25,17,25
Atlantic Seaboard,TYA Baltimore,2024,10,TYA Simchas Bais Hashoava,Event,512089,1,43,29,43
Atlantic Seaboard,TYA Baltimore,2024,10,Yom Kippur Talk,Event,509913,1,22,21,22
Atlantic Seaboard,TYA Baltimore,2024,11,Friday Night Oneg,Event,512086,1,48,20,48
Atlantic Seaboard,TYA Baltimore,2024,11,TYA Sunday Shiur,Event,513861,1,24,1,24
Atlantic Seaboard,TYA Baltimore,2024,11,TYA Oneg,Event,513860,1,54,13,54
Atlantic Seaboard,TYA Baltimore,2024,11,Friday TYA Football Week 1,Event,512085,1,62,62,62
Atlantic Seaboard,TYA Baltimore,2024,12,TYA Football,Series,19700,1,63,15,63
Atlantic Seaboard,TYA Baltimore,2024,12,10th Grade learning,Event,516258,1,18,3,18
Atlantic Seaboard,TYA Baltimore,2024,12,TYA Football,Event,516260,1,53,48,53
Atlantic Seaboard,TYA Baltimore,2024,12,10th Grade learning with Mentors,Event,515202,1,16,15,16
Atlantic Seaboard,TYA Baltimore,2025,1,Wizards Game,Event,517108,1,57,57,57
Atlantic Seaboard,TYA Baltimore,2025,1,Tuesday Night Learning,Event,518782,1,14,6,14
Atlantic Seaboard,TYA Baltimore,2025,1,Friday Night One,Event,518780,1,66,32,66
Atlantic Seaboard,TYA Baltimore,2025,2,TYA Football,Event,524113,1,50,38,50
Atlantic Seaboard,TYA Baltimore,2025,2,Tuesday night learning,Event,524112,1,16,16,16
Atlantic Seaboard,TYA Baltimore,2025,2,Sunday Afternoon lunch and  Shiur,Event,518779,1,13,13,13
Atlantic Seaboard,TYA Baltimore,2025,2,TYA Football,Event,524110,1,63,17,63
Atlantic Seaboard,TYA Baltimore,2025,3,TYA Football,Event,524108,1,60,60,60
Atlantic Seaboard,TYA Baltimore,2025,3,Purim Day Davening,Event,524689,1,2,0,2
Atlantic Seaboard,TYA Baltimore,2025,3,Friday Night One,Event,524109,1,55,21,55
Atlantic Seaboard,TYA Baltimore,2025,3,Bein Hazmanim Program,Series,19944,4,43,39,43
Atlantic Seaboard,TYA Baltimore,2025,4,Bein Hazmanim Program,Series,19944,2,43,39,43
Atlantic Seaboard,TYA Baltimore,2025,5,TYA Football,Event,527176,1,35,8,35
Atlantic Seaboard,TYA Baltimore,2025,5,Lag Baomer,Event,527175,1,82,82,82
Canada,Regionwide,2024,8,Sparks 4G Tisha Baav,Event,494372,1,12,12,12
Canada,Regionwide,2024,9,BMG,Series,19024,1,15,6,15
Canada,Regionwide,2024,9,Sparks 4G Club Fair at Ulpana,Event,506280,1,41,16,41
Canada,Regionwide,2024,9,JFX Rosh Hashana Packaging for Chasdei Kaduri,Event,514348,1,9,1,9
Canada,Regionwide,2024,9,Sparks 4B Kickoff,Event,514554,1,26,16,26
Canada,Regionwide,2024,9,SEB Chesed Mission - New Orleans,Event,494331,1,11,0,11
Canada,Regionwide,2024,9,Staff chill,Event,500660,1,10,10,10
Canada,Regionwide,2024,9,Sparks 4G Kick-Off,Event,508573,1,49,40,49
Canada,Regionwide,2024,9,TH PM ENG4U - Jaclyn,Series,19080,1,9,6,9
Canada,Regionwide,2024,10,Sparks 4G Sukkah Party,Event,511794,1,15,6,15
Canada,Regionwide,2024,10,Olami Lunch At Julies,Event,514572,1,17,7,17
Canada,Regionwide,2024,10,Olami Local with Shabbos Kestenbaum,Event,514571,1,12,3,12
Canada,Regionwide,2024,10,seb board meeting 2024,Series,18753,1,11,0,11
Canada,Regionwide,2024,10,High Holiday Family Experience - Yom Kippur,Series,19371,1,31,1,31
Canada,Regionwide,2024,10,Chavrusa,Event,512608,1,1,1,1
Canada,Regionwide,2024,10,High Holiday Family Experience - Rosh Hashana,Series,19371,1,39,31,39
Canada,Regionwide,2024,10,TH PM ENG4U - Jaclyn,Series,19080,2,10,4,8
Canada,Regionwide,2024,10,BMG,Series,19024,1,21,7,21
Canada,Regionwide,2024,10,Chavrusa,Event,512609,1,1,0,1
Canada,Regionwide,2024,11,JSU Presidents Conference 24/25,Event,491594,1,50,23,50
Canada,Regionwide,2024,11,Fall Regional 2024,Event,506433,1,175,38,175
Canada,Regionwide,2024,11,Sparks 4B Lunch n Learn,Series,19351,4,44,24,25
Canada,Regionwide,2024,11,Seminary Discussion,Event,512590,1,1,1,1
Canada,Regionwide,2024,11,Chavrusa,Event,512606,1,1,1,1
Canada,Regionwide,2024,11,Chavrusa,Event,512607,1,1,1,1
Canada,Regionwide,2024,11,BMG,Series,19024,3,33,7,19
Canada,Regionwide,2024,11,seb board meeting 2024,Series,18753,2,11,2,10
Canada,Regionwide,2024,11,Seminary Discussion,Event,512589,1,1,1,1
Canada,Regionwide,2024,11,Shabbat Project Challah Bake,Event,514308,1,51,27,51
Canada,Regionwide,2024,11,TH PM ENG4U - Jaclyn,Series,19080,4,11,5,10
Canada,Regionwide,2024,12,BMG,Series,19024,1,21,11,21
Canada,Regionwide,2024,12,Sparks 4G Chanukah Party,Event,516232,1,50,22,50
Canada,Regionwide,2024,12,TH PM ENG4U - Jaclyn,Series,19080,3,11,7,8
Canada,Regionwide,2024,12,Sparks 4B Lunch n Learn,Series,19351,1,35,5,35
Canada,Regionwide,2024,12,seb board meeting 2024,Series,18753,1,11,0,11
Canada,Regionwide,2024,12,Seniors Shabbaton Dec 2024,Event,515193,1,35,6,35
Canada,Regionwide,2024,12,Sparks4B Oneg,Event,516055,1,15,1,15
Canada,Regionwide,2025,1,TH PM ENG4U - Jaclyn,Series,19080,4,11,8,8
Canada,Regionwide,2025,1,Juniors Regional Shabbaton 2025,Event,515517,1,109,75,109
Canada,Regionwide,2025,1,seb board meeting 2024,Series,18753,1,11,3,11
Canada,Regionwide,2025,1,Sparks 4B Lunch n Learn,Series,19351,2,42,6,35
Canada,Regionwide,2025,1,BMG,Series,19024,2,24,16,16
Canada,Regionwide,2025,2,BMG,Series,19024,4,30,9,12
Canada,Regionwide,2025,2,Learn N Earn Shabbaton Feb 21-22,Event,517581,1,44,6,44
Canada,Regionwide,2025,2,Naaleh Lunch Kickoff,Event,519033,1,42,36,42
Canada,Regionwide,2025,2,Sparks 4B Lunch n Learn,Series,19351,4,53,27,31
Canada,Regionwide,2025,2,TH PM ENG4U - Jaclyn,Series,19080,4,11,8,9
Canada,Regionwide,2025,2,4G Convention,Event,517062,1,22,4,22
Canada,Regionwide,2025,2,L2G NYC Shabbaton 2025,Event,516529,1,34,8,34
Canada,Regionwide,2025,2,Naaleh,Series,19756,1,13,1,13
Canada,Regionwide,2025,3,seb board meeting 2024,Series,18753,1,18,18,18
Canada,Regionwide,2025,3,TH PM ENG4U - Jaclyn,Series,19080,3,10,7,9
Canada,Regionwide,2025,3,Sparks 4B Lunch n Learn,Series,19351,3,38,4,30
Canada,Regionwide,2025,3,Passover Food Drive,Event,525770,1,23,6,23
Canada,Regionwide,2025,3,BMG,Series,19024,3,26,19,13
Canada,Regionwide,2025,4,TH PM ENG4U - Jaclyn,Series,19080,3,11,9,10
Canada,Regionwide,2025,4,Shabbat with Hila Nadler,Event,525341,1,12,11,12
Canada,Regionwide,2025,4,BMG,Series,19024,1,3,0,3
Canada,Regionwide,2025,4,Charlie Harari YOC,Event,525381,1,60,8,60
Canada,Regionwide,2025,5,Spring Regional 2025,Event,524897,1,158,94,158
Canada,Regionwide,2025,5,BMG,Series,19024,1,10,10,10
Canada,Calgary,2024,10,Calgary Learn and Earn,Series,19322,1,4,4,4
Canada,Calgary,2024,11,Calgary Learn and Earn,Series,19322,3,11,11,5
Canada,Calgary,2024,11,Calgary Games Night,Event,514734,1,9,3,9
Canada,Calgary,2024,12,DIY Menorah,Event,515449,1,6,1,6
Canada,Calgary,2024,12,Shabbat with Benny Lewis,Event,515448,1,2,0,2
Canada,Calgary,2024,12,Shabbat with Benny Lewis,Event,515447,1,3,2,3
Canada,Calgary,2024,12,Calgary Learn and Earn,Series,19322,2,9,8,5
Canada,Calgary,2025,1,Shabbat with Benny Lewis,Event,517596,1,2,2,2
Canada,Calgary,2025,1,Calgary Learn and Earn,Series,19322,3,7,5,3
Canada,Calgary,2025,2,Calgary Learn and Earn,Series,19322,4,6,6,3
Canada,Calgary,2025,3,DIY Purim mask,Event,524095,1,3,3,3
Canada,Calgary,2025,4,Calgary Learn and Earn,Series,19322,2,3,3,2
Canada,Calgary,2025,5,Calgary Learn and Earn,Series,19322,2,3,3,2
Canada,Calgary,2025,5,Shabbat with Benny Lewis,Event,527677,1,4,3,4
Canada,Calgary,2025,6,Calgary Learn and Earn,Series,19322,1,2,2,2
Canada,Edmonton,2025,3,NCSY Girls' Night,Event,524438,1,9,3,9
Canada,Edmonton,2025,3,Edmonton Winter Shabbaton,Event,520487,1,19,18,19
Canada,Edmonton,2025,4,Israeli Voices,Event,527647,1,16,8,16
Canada,Edmonton,2025,4,NCSY Bowling,Event,525100,1,16,16,16
Canada,Edmonton,2025,6,NCSY Mini-Golf,Event,527778,1,1,1,1
Canada,Hamilton,2024,9,Learn and earn,Series,18861,1,9,9,9
Canada,Hamilton,2024,9,Shabbat with Shlomit Katz,Event,502911,1,7,3,7
Canada,Hamilton,2024,10,hamilton learn and earn,Series,19169,1,10,3,10
Canada,Hamilton,2024,10,Learn and earn & JOLO,Series,19017,1,6,6,6
Canada,Hamilton,2024,10,Sushi in the sukkah,Event,510869,1,6,3,6
Canada,Hamilton,2024,10,Learn and earn and Jolo,Series,19064,1,6,1,6
Canada,Hamilton,2024,10,learn and earn,Series,19212,1,4,0,4
Canada,Hamilton,2024,11,learn and earn/Jolo,Series,19433,1,5,0,5
Canada,Hamilton,2024,11,Latte and Learn/ JOLO,Series,19378,1,4,3,4
Canada,Hamilton,2024,11,learn and earn/JOLO,Series,19333,1,5,4,5
Canada,Hamilton,2024,11,GARTH WEBB SECONDARY SCHOOL,Series,19804,1,15,15,15
Canada,Hamilton,2024,11,MOTZEI SHAB bowling,Event,514545,1,50,41,50
Canada,Hamilton,2024,12,hamilton learn and earn,Series,19464,1,4,4,4
Canada,Hamilton,2024,12,chanukah party,Event,515331,1,9,4,9
Canada,Hamilton,2024,12,learn and earn/JOLO,Series,19509,1,5,2,5
Canada,Hamilton,2025,1,learn and earn,Series,19590,1,7,7,7
Canada,Hamilton,2025,1,Hamilton learn and earn/JOLOw,Series,19686,1,5,1,5
Canada,Hamilton,2025,1,learn and earn/jolo,Series,19665,1,7,2,7
Canada,Hamilton,2025,1,GARTH WEBB SECONDARY SCHOOL,Series,19804,1,15,15,15
Canada,Hamilton,2025,1,Shabbat with Shlomit Katz/shabbat shack,Series,19715,2,6,2,5
Canada,Hamilton,2025,1,Learn and Earn,Series,19631,1,4,0,4
Canada,Hamilton,2025,2,Learn and earn/JOLO,Series,19716,2,8,1,6
Canada,Hamilton,2025,2,learn and earn/JOLO,Series,19717,1,4,2,4
Canada,Hamilton,2025,2,Learn and earn,Series,19807,1,7,0,7
Canada,Hamilton,2025,2,super bowl watch party,Event,519074,1,6,2,6
Canada,Hamilton,2025,2,GARTH WEBB SECONDARY SCHOOL,Series,19804,1,10,10,10
Canada,Hamilton,2025,2,Shabbat with Shlomit Katz/shabbat shack,Series,19715,3,7,6,5
Canada,Hamilton,2025,3,Purim Party,Event,523731,1,17,8,17
Canada,Hamilton,2025,3,Learn and earn/JOLO,Series,19716,4,8,6,5
Canada,Hamilton,2025,3,Shabbat with Shlomit Katz/shabbat shack,Series,19715,4,9,5,4
Canada,Hamilton,2025,3,GARTH WEBB SECONDARY SCHOOL,Series,19804,1,16,16,16
Canada,Hamilton,2025,4,GARTH WEBB SECONDARY SCHOOL,Series,19804,1,15,15,15
Canada,Hamilton,2025,4,Learn and earn/JOLO,Series,19716,4,11,9,6
Canada,Hamilton,2025,4,Shabbat with Shlomit Katz/shabbat shack,Series,19715,1,5,1,5
Canada,Hamilton,2025,5,Learn and earn/JOLO,Series,19716,2,5,5,4
Canada,Hamilton,2025,5,final learn and earn BBQ,Event,526623,1,12,6,12
Canada,Montreal,2024,9,BIALIK HIGH SCHOOL,Series,18833,2,23,23,11
Canada,Montreal,2024,9,Or Shalom Learn N Earn,Series,18835,1,15,14,15
Canada,Montreal,2024,9,HERZLIAH HIGH SCHOOL,Series,18830,1,29,25,29
Canada,Montreal,2024,9,HEBREW ACADEMY,Series,18829,1,7,6,7
Canada,Montreal,2024,9,ECOLE MAIMONIDE,Series,18831,1,37,36,37
Canada,Montreal,2024,10,Gemara 101 Sparks4B,Series,18839,3,21,15,9
Canada,Montreal,2024,10,HERZLIAH HIGH SCHOOL,Series,18830,1,7,3,7
Canada,Montreal,2024,10,HEBREW ACADEMY,Series,18829,5,56,54,22
Canada,Montreal,2024,10,Or Shalom Learn N Earn,Series,18835,2,24,24,16
Canada,Montreal,2024,10,Biba Learn N Earn,Series,18834,5,10,9,4
Canada,Montreal,2024,10,BIALIK HIGH SCHOOL,Series,18833,3,23,23,10
Canada,Montreal,2024,11,Sparks 4G Montreal,Series,19315,2,11,4,6
Canada,Montreal,2024,11,Gemara 101 Sparks4B,Series,18839,2,21,8,13
Canada,Montreal,2024,11,BIALIK HIGH SCHOOL,Series,18833,4,20,20,7
Canada,Montreal,2024,11,Biba Learn N Earn,Series,18834,3,17,16,7
Canada,Montreal,2024,11,Or Shalom Learn N Earn,Series,18835,3,16,14,9
Canada,Montreal,2024,11,HERZLIAH HIGH SCHOOL,Series,18830,3,27,19,12
Canada,Montreal,2024,11,ECOLE MAIMONIDE,Series,18831,1,39,36,39
Canada,Montreal,2024,11,Netiv Aryeh Info-Session,Event,513957,1,6,2,6
Canada,Montreal,2024,11,HEBREW ACADEMY,Series,18829,4,34,32,15
Canada,Montreal,2024,12,Biba Learn N Earn,Series,18834,2,11,11,7
Canada,Montreal,2024,12,ROYAL WEST ACADEMY,Series,19510,1,2,1,2
Canada,Montreal,2024,12,Gemara 101 Sparks4B,Series,18839,3,20,16,10
Canada,Montreal,2024,12,BIALIK HIGH SCHOOL,Series,18833,2,4,4,3
Canada,Montreal,2024,12,Sparks 4G Montreal,Series,19315,2,10,10,6
Canada,Montreal,2024,12,HERZLIAH HIGH SCHOOL,Series,18830,3,22,17,9
Canada,Montreal,2024,12,HEBREW ACADEMY,Series,18829,2,33,27,18
Canada,Montreal,2024,12,Or Shalom Learn N Earn,Series,18835,3,17,17,9
Canada,Montreal,2025,1,Or Shalom Learn N Earn,Series,18835,4,16,15,8
Canada,Montreal,2025,1,Laval Rockets Game,Event,517877,1,43,37,43
Canada,Montreal,2025,1,ECOLE MAIMONIDE,Series,18831,4,74,68,26
Canada,Montreal,2025,1,SELWYN HOUSE SCHOOL,Series,19663,2,26,22,13
Canada,Montreal,2025,1,BIALIK HIGH SCHOOL,Series,18833,4,43,42,14
Canada,Montreal,2025,1,HEBREW ACADEMY,Series,18829,4,51,50,21
Canada,Montreal,2025,1,Sparks 4G Montreal,Series,19315,4,20,7,13
Canada,Montreal,2025,1,Biba Learn N Earn,Series,18834,3,9,9,5
Canada,Montreal,2025,1,HERZLIAH HIGH SCHOOL,Series,18830,3,43,39,16
Canada,Montreal,2025,1,Gemara 101 Sparks4B,Series,18839,2,27,19,17
Canada,Montreal,2025,2,BIALIK HIGH SCHOOL,Series,18833,2,24,24,16
Canada,Montreal,2025,2,Biba Learn N Earn,Series,18834,3,8,8,6
Canada,Montreal,2025,2,Or Shalom Learn N Earn,Series,18835,2,11,11,6
Canada,Montreal,2025,2,ECOLE MAIMONIDE,Series,18831,2,61,59,33
Canada,Montreal,2025,2,HERZLIAH HIGH SCHOOL,Series,18830,3,20,19,9
Canada,Montreal,2025,2,Sparks 4G Montreal,Series,19315,2,16,9,10
Canada,Montreal,2025,2,SELWYN HOUSE SCHOOL,Series,19663,2,20,16,11
Canada,Montreal,2025,2,HEBREW ACADEMY,Series,18829,3,51,49,23
Canada,Montreal,2025,3,Or Shalom Learn N Earn,Series,18835,5,16,15,8
Canada,Montreal,2025,3,Biba Learn N Earn,Series,18834,4,13,13,7
Canada,Montreal,2025,3,HERZLIAH HIGH SCHOOL,Series,18830,2,20,17,12
Canada,Montreal,2025,3,SELWYN HOUSE SCHOOL,Series,19663,1,12,10,12
Canada,Montreal,2025,3,Sparx 4G Shabbat Meal,Event,524692,1,19,2,19
Canada,Montreal,2025,3,Sparks 4G Montreal,Series,19315,2,16,10,11
Canada,Montreal,2025,3,ECOLE MAIMONIDE,Series,18831,2,54,44,37
Canada,Montreal,2025,3,BIALIK HIGH SCHOOL,Series,18833,4,45,45,16
Canada,Montreal,2025,3,HEBREW ACADEMY,Series,18829,4,62,58,25
Canada,Montreal,2025,4,Sparks 4G Montreal,Series,19315,1,5,1,5
Canada,Montreal,2025,4,BIALIK HIGH SCHOOL,Series,18833,1,1,1,1
Canada,Montreal,2025,4,Biba Learn N Earn,Series,18834,4,12,12,6
Canada,Montreal,2025,4,HEBREW ACADEMY,Series,18829,2,38,38,19
Canada,Montreal,2025,4,ECOLE MAIMONIDE,Series,18831,2,29,27,14
Canada,Montreal,2025,4,Or Shalom Learn N Earn,Series,18835,2,11,11,8
Canada,Montreal,2025,4,HERZLIAH HIGH SCHOOL,Series,18830,3,48,46,18
Canada,Montreal,2025,5,Or Shalom Learn N Earn,Series,18835,3,13,13,7
Canada,Montreal,2025,5,HERZLIAH HIGH SCHOOL,Series,18830,2,19,18,12
Canada,Montreal,2025,5,Biba Learn N Earn,Series,18834,2,14,14,9
Canada,Montreal,2025,5,BIALIK HIGH SCHOOL,Series,18833,1,3,3,3
Canada,Montreal,2025,5,HEBREW ACADEMY,Series,18829,1,5,5,5
Canada,Montreal,2025,5,ECOLE MAIMONIDE,Series,18831,2,3,1,1
Canada,Ottawa,2024,8,Learn and Earn,Series,16748,1,3,3,3
Canada,Ottawa,2024,9,Nepean High School,Series,18909,1,6,6,6
Canada,Ottawa,2024,9,Ottawa Learn and Earn,Series,18868,2,34,20,24
Canada,Ottawa,2024,9,GLEN CAIRN PUBLIC SCHOOL,Series,18873,1,5,5,5
Canada,Ottawa,2024,9,Shabbat Learning with Rabbi Dave,Event,500543,1,14,14,14
Canada,Ottawa,2024,9,Club recruitment fair SRB,Event,507752,1,27,14,27
Canada,Ottawa,2024,9,SIR ROBERT BORDEN HIGH SCHOOL,Series,18827,1,15,14,15
Canada,Ottawa,2024,9,AY Jackson Club Recruitment Fair,Event,507776,1,7,1,7
Canada,Ottawa,2024,9,A Y JACKSON SECONDARY SCHOOL,Series,18872,1,2,2,2
Canada,Ottawa,2024,9,W.O. MITCHELL ELEMENTARY SCHOOL,Series,18871,1,18,18,18
Canada,Ottawa,2024,9,CANTERBURY HIGH SCHOOL,Series,18989,1,11,9,11
Canada,Ottawa,2024,9,SIR ROBERT BORDEN HIGH SCHOOL,Series,18744,2,27,23,19
Canada,Ottawa,2024,9,Juniors Meet and Greet,Event,506001,1,6,1,6
Canada,Ottawa,2024,9,Kanata Learn and Earn,Series,18869,1,9,9,9
Canada,Ottawa,2024,10,W.O. MITCHELL ELEMENTARY SCHOOL,Series,18871,2,28,26,20
Canada,Ottawa,2024,10,JOHN MCCRAE SECONDARY SCHOOL,Series,19154,1,6,6,6
Canada,Ottawa,2024,10,SIR ROBERT BORDEN HIGH SCHOOL,Series,18827,1,15,15,15
Canada,Ottawa,2024,10,LISGAR COLLEGIATE INSTITUTE,Series,19125,2,22,21,12
Canada,Ottawa,2024,10,Nepean High School,Series,18909,2,22,21,13
Canada,Ottawa,2024,10,A Y JACKSON SECONDARY SCHOOL,Series,18872,2,7,5,6
Canada,Ottawa,2024,10,SOUTH CARLETON HIGH SCHOOL,Series,19267,1,4,4,4
Canada,Ottawa,2024,10,Kanata Learn and Earn,Series,18869,2,16,16,11
Canada,Ottawa,2024,10,GLEN CAIRN PUBLIC SCHOOL,Series,18873,2,24,20,14
Canada,Ottawa,2024,10,MERIVALE HIGH SCHOOL,Series,19144,1,5,5,5
Canada,Ottawa,2024,10,SIR ROBERT BORDEN HIGH SCHOOL,Series,18744,2,32,28,21
Canada,Ottawa,2024,10,LONGFIELDS DAVIDSON HEIGHTS SECONDARY SCHOOL,Series,19113,1,9,7,9
Canada,Ottawa,2024,10,Ottawa Learn and Earn,Series,18868,2,34,30,27
Canada,Ottawa,2024,11,CANTERBURY HIGH SCHOOL,Series,18989,1,6,6,6
Canada,Ottawa,2024,11,A Y JACKSON SECONDARY SCHOOL,Series,18872,2,9,8,7
Canada,Ottawa,2024,11,JOHN MCCRAE SECONDARY SCHOOL,Series,19154,1,3,3,3
Canada,Ottawa,2024,11,Nepean High School,Series,18909,1,19,19,19
Canada,Ottawa,2024,11,GLEN CAIRN PUBLIC SCHOOL,Series,18873,2,22,19,15
